Date,Open,High,Low,Close,Volume
27/1/2017,784,785.75,776.55,781.8,2915
30/1/2017,780,784.15,766.05,772.65,5620
31/1/2017,772.75,777.85,760.1,760.1,3885
1/2/2017,767.7,774.25,765,768.9,5805
2/2/2017,771.4,780.45,766.05,779.3,6737
3/2/2017,753.25,760,744.3,752.45,15628
6/2/2017,757,767.5,748.6,751.55,8673
7/2/2017,755,763.3,750.55,760.75,4576
8/2/2017,764,766.85,760.3,765.3,3110
9/2/2017,769,775,765.85,772.75,2613
10/2/2017,774.9,778,772.9,777,3512
13/2/2017,778.8,793.95,777.05,793.95,5603
14/2/2017,788,790.05,785.95,789.45,4385
15/2/2017,793,797,791,793.25,4975
16/2/2017,795,795.95,787.75,788.6,4476
17/2/2017,791.55,796.6,780,796.2,4203
21/2/2017,801,814.3,800.15,812,5030
22/2/2017,816,820,809.3,813.2,8304
23/2/2017,811.2,813.65,801.4,805.05,6040
24/2/2017,804.1,804.1,792.5,795.7,7339
27/2/2017,801.5,802.5,792.8,800,4736
28/2/2017,800.95,806.95,798,799.85,2300
1/3/2017,804,811.1,801.35,806.2,3327
2/3/2017,812.4,814,806.55,807.05,2767
3/3/2017,805.5,811.45,801.05,805.2,2364
6/3/2017,800,803.15,791.55,795.45,3243
8/3/2017,801.4,808.95,801,806.15,1175
9/3/2017,809,809,801,808.1,1791
10/3/2017,808.95,811.9,799.5,801.2,2507
13/3/2017,798.4,802.15,797,801.3,1133
14/3/2017,802,803.15,797,798.35,3871
15/3/2017,803.95,804.7,798,799.3,1138
16/3/2017,799.7,800,792.95,794.15,1889
17/3/2017,793,795.25,790.2,792.8,1393
20/3/2017,792.5,797.1,791.7,796.9,1392
21/3/2017,798.45,798.45,782.8,786,4761
22/3/2017,777.6,785.05,772.5,784.15,6829
23/3/2017,786.1,790.3,783.4,787.9,1415
24/3/2017,788.5,789,784.8,786.2,1476
27/3/2017,769,775.6,765,775.6,2654
28/3/2017,783.3,787.2,779.05,786.2,1646
29/3/2017,798.5,808.3,795.75,807.7,3350
30/3/2017,812.5,816.5,811.5,814.15,4273
31/3/2017,818.4,832.4,818.1,831,3609
3/4/2017,833,836,830.45,833.65,4263
4/4/2017,834.4,844.8,833.15,844.35,7020
6/4/2017,852,859.7,846.85,847.55,6558
10/4/2017,847,857.05,845.4,854.35,2853
11/4/2017,856.95,858,844.6,846.55,3485
12/4/2017,850.1,855,848.7,848.7,2032
13/4/2017,842,843,836.65,839.9,2599
17/4/2017,839.9,839.9,839.9,839.9,0
19/4/2017,844.95,849.35,842.9,847.9,1712
20/4/2017,839.95,842,830.15,837.45,3908
24/4/2017,841.8,842.95,833.75,835.75,5288
25/4/2017,837,839,825,829.5,4624
